,Epoch,Loss,Accuracy,Precision,Recall,F1
0,1,0.5108611148756903,0.3972602739726027,0.1578157252767874,0.3972602739726027,0.2258930969648133
1,2,0.3335606258463215,0.684931506849315,0.7930893477816398,0.684931506849315,0.6140512332293154
2,3,0.27249210212077646,0.7534246575342466,0.7807589356006929,0.7534246575342466,0.7311185993700096
3,4,0.21793010015342687,0.9041095890410958,0.9038595346814526,0.9041095890410958,0.9038071552592424
4,5,0.21614513626775225,0.726027397260274,0.8116438356164384,0.726027397260274,0.6792971774947261
5,6,0.1392762060906436,0.863013698630137,0.8767625068994931,0.863013698630137,0.8577625570776257
6,7,0.2137553977805215,0.9041095890410958,0.9227549467275495,0.9041095890410958,0.9051295060427481
7,8,0.1433243173602465,0.8082191780821918,0.855203808887404,0.8082191780821918,0.8095169430425379
8,9,0.1534083924709341,0.726027397260274,0.8378529493989376,0.726027397260274,0.7208620012810183
9,10,0.1773304521181696,0.9452054794520548,0.9472045114996948,0.9452054794520548,0.9454815758734205
10,11,0.10942397092947283,0.821917808219178,0.8625330449411199,0.821917808219178,0.8076555600765557
11,12,0.13756199047674197,0.821917808219178,0.8770384866275277,0.821917808219178,0.8227873175123802
12,13,0.12498605836535225,0.9041095890410958,0.9038595346814526,0.9041095890410958,0.9038071552592424
13,14,0.09309426930456145,0.7534246575342466,0.8478577674147479,0.7534246575342466,0.750921825110722
14,15,0.09079497654267864,0.8082191780821918,0.8706594456833386,0.8082191780821918,0.8087231066683123
15,16,0.11614402081672656,0.9315068493150684,0.9322395667410004,0.9315068493150684,0.9316936609475619
16,17,0.07984642953788107,0.7808219178082192,0.858751902587519,0.7808219178082192,0.7801637253692049
17,18,0.12592251620859513,0.8767123287671232,0.8873953068151296,0.8767123287671232,0.8727935875143136
18,19,0.08074560789768961,0.8356164383561644,0.8708414872798435,0.8356164383561644,0.8240381179273377
19,20,0.06586872056957234,0.9315068493150684,0.9334237607335829,0.9315068493150684,0.9307678622747116
20,21,0.08080172927647426,0.9178082191780822,0.9181611629497276,0.9178082191780822,0.9172537508153947
21,22,0.10105914363914446,0.8493150684931506,0.866412509692427,0.8493150684931506,0.842467194475587
22,23,0.10192864629238643,0.7534246575342466,0.8478577674147479,0.7534246575342466,0.750921825110722
23,24,0.09572719282634254,0.8493150684931506,0.8794520547945206,0.8493150684931506,0.8400531105281906
24,25,0.06041220620878645,0.6712328767123288,0.7934461455815203,0.6712328767123288,0.6616438356164384
25,26,0.07788308512897708,0.9041095890410958,0.9172710179962397,0.9041095890410958,0.9010616791777993
26,27,0.09314171762860103,0.9041095890410958,0.9096426241729567,0.9041095890410958,0.9021641556680201
27,28,0.06131485718730334,0.8082191780821918,0.8706594456833386,0.8082191780821918,0.8087231066683123
28,29,0.04640639297871825,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
29,30,0.04737993838490503,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
30,31,0.04453318620358619,0.9726027397260274,0.9737939249553305,0.9726027397260274,0.9724179169384648
31,32,0.1096641541359556,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
32,33,0.05526951835427836,0.9452054794520548,0.9497716894977168,0.9452054794520548,0.944367237994397
33,34,0.03188251586932991,0.8767123287671232,0.8976479710519515,0.8767123287671232,0.8711095227527532
34,35,0.07430905863214787,0.958904109589041,0.9594987788042901,0.958904109589041,0.9590161965685372
35,36,0.06189740327819301,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
36,37,0.0375941975208981,0.9178082191780822,0.9247405562474055,0.9178082191780822,0.9185026197841045
37,38,0.05207012304871003,0.8904109589041096,0.9141058867086264,0.8904109589041096,0.8915732669157328
38,39,0.07214615467662067,0.9726027397260274,0.9737939249553305,0.9726027397260274,0.9724179169384648
39,40,0.05596719961613417,0.8356164383561644,0.870224591417178,0.8356164383561644,0.8371660571499412
40,41,0.03356251881022881,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
41,42,0.02522155242213803,0.8767123287671232,0.8976479710519515,0.8767123287671232,0.8711095227527532
42,43,0.035080454329569896,0.958904109589041,0.9627568493150684,0.958904109589041,0.9591894426757903
43,44,0.025143325664110896,0.9452054794520548,0.9472045114996948,0.9452054794520548,0.9454815758734205
44,45,0.03819771272459105,0.7397260273972602,0.8427511415525113,0.7397260273972602,0.7360029289749361
45,46,0.07897559239378048,0.9726027397260274,0.9737939249553305,0.9726027397260274,0.9724179169384648
46,47,0.020195347814454156,0.9315068493150684,0.9415793714746172,0.9315068493150684,0.932161784777728
47,48,0.06971335617718806,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
48,49,0.051065416921660105,0.8904109589041096,0.9141058867086264,0.8904109589041096,0.8915732669157328
49,50,0.05933672946402284,0.9452054794520548,0.9518472395184724,0.9452054794520548,0.9456684131894031
50,51,0.029008217119061975,0.9315068493150684,0.9314416177429877,0.9315068493150684,0.9312908251851731
51,52,0.039294593065278605,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
52,53,0.04637348495590551,0.9315068493150684,0.9356414968259271,0.9315068493150684,0.9319824044596505
53,54,0.028775250936214924,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
54,55,0.025452953879033197,0.9178082191780822,0.9181611629497276,0.9178082191780822,0.9172537508153947
55,56,0.04149987410995448,0.9315068493150684,0.9322395667410004,0.9315068493150684,0.9316936609475619
56,57,0.02125678055037153,0.9315068493150684,0.9322395667410004,0.9315068493150684,0.9316936609475619
57,58,0.03504229142895752,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
58,59,0.04623500676973128,0.8904109589041096,0.9141058867086264,0.8904109589041096,0.8915732669157328
59,60,0.04398187019723008,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
60,61,0.08884872874839218,0.958904109589041,0.961527251530166,0.958904109589041,0.9584607173648269
61,62,0.006268920426845324,0.9315068493150684,0.9415793714746172,0.9315068493150684,0.932161784777728
62,63,0.04096526850839468,0.8904109589041096,0.9072708113804003,0.8904109589041096,0.8862100456621004
63,64,0.028647139372166036,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
64,65,0.03272904303623757,0.9178082191780822,0.9276712328767123,0.9178082191780822,0.9156895276102502
65,66,0.024296939358489023,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
66,67,0.013751448987047322,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
67,68,0.02912439135490933,0.9041095890410958,0.9144403809996073,0.9041095890410958,0.9050264986888191
68,69,0.025150533077288168,0.9726027397260274,0.9743703049049933,0.9726027397260274,0.9727407879367103
69,70,0.011548998489554317,0.8082191780821918,0.8545111006140765,0.8082191780821918,0.7908700217322296
70,71,0.014779913970930982,0.9178082191780822,0.9276712328767123,0.9178082191780822,0.9156895276102502
71,72,0.03384376981153223,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
72,73,0.04488433996202484,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
73,74,0.03684549045084242,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.9726027397260274
74,75,0.027182168758409297,0.9315068493150684,0.9415793714746172,0.9315068493150684,0.932161784777728
75,76,0.016614556517320248,0.958904109589041,0.9594987788042901,0.958904109589041,0.9590161965685372
76,77,0.01754391496632633,0.8767123287671232,0.8873953068151296,0.8767123287671232,0.8727935875143136
77,78,0.05336538222778669,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.9726027397260274
78,79,0.02249971226932438,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
79,80,0.04063376596284773,0.958904109589041,0.9627568493150684,0.958904109589041,0.9591894426757903
80,81,0.04239787091920162,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
81,82,0.015206881746839703,0.958904109589041,0.961527251530166,0.958904109589041,0.9584607173648269
82,83,0.019709242559349298,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.9726027397260274
83,84,0.02558651998316156,0.958904109589041,0.9594987788042901,0.958904109589041,0.9590161965685372
84,85,0.01556201049241871,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.9726027397260274
85,86,0.02816266502067437,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
86,87,0.04656144899090086,0.958904109589041,0.961527251530166,0.958904109589041,0.9584607173648269
87,88,0.025322097551452316,0.9178082191780822,0.9276712328767123,0.9178082191780822,0.9156895276102502
88,89,0.02445275491651488,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.9726027397260274
89,90,0.018735359528560563,0.9315068493150684,0.9384959463237349,0.9315068493150684,0.9301172540485859
90,91,0.03157954425620807,0.9452054794520548,0.945977543952529,0.9452054794520548,0.9448358338769297
91,92,0.029035651771400318,0.958904109589041,0.9627568493150684,0.958904109589041,0.9591894426757903
92,93,0.056436516207951,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
93,94,0.01831473588367157,0.958904109589041,0.9627568493150684,0.958904109589041,0.9591894426757903
94,95,0.009163935288222853,0.9178082191780822,0.9178082191780822,0.9178082191780822,0.9178082191780822
95,96,0.04027308384767723,0.958904109589041,0.9594987788042901,0.958904109589041,0.9590161965685372
96,97,0.03426786328713117,0.958904109589041,0.961527251530166,0.958904109589041,0.9584607173648269
97,98,0.009668497790281018,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
98,99,0.024746073404839006,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
99,100,0.010116895176212426,0.9452054794520548,0.9472045114996948,0.9452054794520548,0.9454815758734205
100,101,0.04906068920128156,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
101,102,0.023248422015617384,0.9178082191780822,0.9318982387475537,0.9178082191780822,0.918653942532576
102,103,0.011616203523922687,0.958904109589041,0.961527251530166,0.958904109589041,0.9584607173648269
103,104,0.004523857229241298,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
104,105,0.030603874471273378,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548
105,106,0.02609238074329312,0.9178082191780822,0.9181611629497276,0.9178082191780822,0.9172537508153947
106,107,0.028378349635147515,0.9178082191780822,0.9247405562474055,0.9178082191780822,0.9185026197841045
107,108,0.03160346551631106,0.958904109589041,0.961527251530166,0.958904109589041,0.9584607173648269
108,109,0.014240569348813195,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
109,110,0.01811078457434651,0.9315068493150684,0.9356414968259271,0.9315068493150684,0.9319824044596505
110,111,0.040499395020237375,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
111,112,0.017870209521497506,0.9178082191780822,0.9276712328767123,0.9178082191780822,0.9156895276102502
112,113,0.011005583346971931,0.958904109589041,0.9590237008045227,0.958904109589041,0.9587744951111039
